Date,Zip Code,Pickup Location,Number of Trips Booked
2024/10/09,700068,Jodhpur Park,35
2024/10/09,700069,Great Eastern Hotel,84
2024/10/09,700073,Colootola,80
2024/10/09,700075,Garfa,41
2024/10/09,700078,Haltu,42
2024/10/09,700082,Haridevpur,48
2024/10/09,700085,K.G. Bose Sarani,42
2024/10/09,700086,Baghajatin,48
2024/10/09,700088,Brace Bridge,43
2024/10/09,700095,Golf Green,37
2024/10/09,700099,Kalikapur,46
2024/10/09,700107,E.K.T,43
2024/10/09,700141,Daulatpur,36
2024/10/09,700008,Barisha,42
2024/10/09,700010,Beleghata,53
2024/10/09,700012,Bowbazar,77
2024/10/09,700015,Entally,61
2024/10/09,700017,Kidderpore,52
2024/10/09,700018,Bartala,47
2024/10/09,700021,Fort William,87
2024/10/09,700024,Garden Reach,46
2024/10/09,700072,Hindustan Building,85
2024/10/09,700135,Rajarhat,71
2024/10/09,700136,New Town,60
2024/10/09,700023,Khiddirpore,40
2024/10/09,700091,Salt Lake Sector I,49
2024/10/09,700098,Bidhan Nagar,72
2024/10/09,700105,Kankurgachi,39
2024/10/09,700106,Phool Bagan,39
2024/10/09,700108,Shyambazar,83
2024/10/09,700109,Bagbazar,30
2024/10/10,700001,B.B.D. Bagh,81
2024/10/10,700007,Esplanade,92
2024/10/10,700013,Chittaranjan Avenue,72
2024/10/10,700014,Bhowanipore,31
2024/10/10,700016,Park Street,79
2024/10/10,700019,Ballygunge,34
2024/10/10,700020,A.J.C. Bose Road,75
2024/10/10,700022,Hastings,52
2024/10/10,700025,Bhawanipore,45
2024/10/10,700026,Kalighat,67
2024/10/10,700027,Alipore,38
2024/10/10,700029,Dover Lane,36
2024/10/10,700031,Dhakuria,39
2024/10/10,700032,Bijoygarh,46
2024/10/10,700033,Indrani Park,30
2024/10/10,700034,Behala,45
2024/10/10,700042,Kasba,44
2024/10/10,700044,Badartala,45
2024/10/10,700046,Abinash Chaowdhury Lane,31
2024/10/10,700047,Ganguly Bagan,59
2024/10/10,700053,Kalabagan,35
2024/10/10,700054,Bengal Chemical,54
2024/10/10,700061,Jairampur,39
2024/10/10,700066,Bidhangarh,46
2024/10/10,700068,Jodhpur Park,36
2024/10/10,700069,Great Eastern Hotel,84
2024/10/10,700073,Colootola,88
2024/10/10,700075,Garfa,46
2024/10/10,700078,Haltu,54
2024/10/10,700082,Haridevpur,47
2024/10/10,700085,K.G. Bose Sarani,41
2024/10/10,700086,Baghajatin,42
2024/10/10,700088,Brace Bridge,40
2024/10/10,700095,Golf Green,46
2024/10/10,700099,Kalikapur,43
2024/10/10,700107,E.K.T,36
2024/10/10,700141,Daulatpur,43
2024/10/10,700008,Barisha,37
2024/10/10,700010,Beleghata,65
2024/10/10,700012,Bowbazar,86
2024/10/10,700015,Entally,60
2024/10/10,700017,Kidderpore,39
2024/10/10,700018,Bartala,43
2024/10/10,700021,Fort William,87
2024/10/10,700024,Garden Reach,49
2024/10/10,700072,Hindustan Building,78
2024/10/10,700135,Rajarhat,65
2024/10/10,700136,New Town,51
2024/10/10,700023,Khiddirpore,36
2024/10/10,700091,Salt Lake Sector I,48
2024/10/10,700098,Bidhan Nagar,55
2024/10/10,700105,Kankurgachi,39
2024/10/10,700106,Phool Bagan,45
2024/10/10,700108,Shyambazar,85
2024/10/10,700109,Bagbazar,46
2024/10/11,700001,B.B.D. Bagh,89
2024/10/11,700007,Esplanade,84
2024/10/11,700013,Chittaranjan Avenue,95
2024/10/11,700014,Bhowanipore,26
2024/10/11,700016,Park Street,80
2024/10/11,700019,Ballygunge,39
2024/10/11,700020,A.J.C. Bose Road,88
2024/10/11,700022,Hastings,46
2024/10/11,700025,Bhawanipore,43
2024/10/11,700026,Kalighat,62
2024/10/11,700027,Alipore,56
2024/10/11,700029,Dover Lane,46
2024/10/11,700031,Dhakuria,53
2024/10/11,700032,Bijoygarh,40
2024/10/11,700033,Indrani Park,29
2024/10/11,700034,Behala,43
2024/10/11,700042,Kasba,61
2024/10/11,700044,Badartala,34
2024/10/11,700046,Abinash Chaowdhury Lane,36
2024/10/11,700047,Ganguly Bagan,40
2024/10/11,700053,Kalabagan,33
2024/10/11,700054,Bengal Chemical,56
2024/10/11,700061,Jairampur,52
2024/10/11,700066,Bidhangarh,46
2024/10/11,700068,Jodhpur Park,49
2024/10/11,700069,Great Eastern Hotel,79
2024/10/11,700073,Colootola,77
2024/10/11,700075,Garfa,39
2024/10/11,700078,Haltu,42
2024/10/11,700082,Haridevpur,53
2024/10/11,700085,K.G. Bose Sarani,30
2024/10/11,700086,Baghajatin,46
2024/10/11,700088,Brace Bridge,51
2024/10/11,700095,Golf Green,63
2024/10/11,700099,Kalikapur,50
2024/10/11,700107,E.K.T,51
2024/10/11,700141,Daulatpur,54
2024/10/11,700008,Barisha,39
2024/10/11,700010,Beleghata,71
2024/10/11,700012,Bowbazar,92
2024/10/11,700015,Entally,58
2024/10/11,700017,Kidderpore,29
2024/10/11,700018,Bartala,42
2024/10/11,700021,Fort William,92
2024/10/11,700024,Garden Reach,37
2024/10/11,700072,Hindustan Building,81
2024/10/11,700135,Rajarhat,70
2024/10/11,700136,New Town,63
2024/10/11,700023,Khiddirpore,29
2024/10/11,700091,Salt Lake Sector I,74
2024/10/11,700098,Bidhan Nagar,68
2024/10/11,700105,Kankurgachi,43
2024/10/11,700106,Phool Bagan,42
2024/10/11,700108,Shyambazar,81
2024/10/11,700109,Bagbazar,44
2024/10/12,700001,B.B.D. Bagh,62
2024/10/12,700007,Esplanade,71
2024/10/12,700013,Chittaranjan Avenue,63
2024/10/12,700014,Bhowanipore,40
2024/10/12,700016,Park Street,77
2024/10/12,700019,Ballygunge,39
2024/10/12,700020,A.J.C. Bose Road,70
2024/10/12,700022,Hastings,34
2024/10/12,700025,Bhawanipore,28
2024/10/12,700026,Kalighat,49
2024/10/12,700027,Alipore,35
2024/10/12,700029,Dover Lane,31
2024/10/12,700031,Dhakuria,45
2024/10/12,700032,Bijoygarh,36
2024/10/12,700033,Indrani Park,40
2024/10/12,700034,Behala,37
2024/10/12,700042,Kasba,41
2024/10/12,700044,Badartala,26
2024/10/12,700046,Abinash Chaowdhury Lane,45
2024/10/12,700047,Ganguly Bagan,38
2024/10/12,700053,Kalabagan,29
2024/10/12,700054,Bengal Chemical,47
2024/10/12,700061,Jairampur,31
2024/10/12,700066,Bidhangarh,35
2024/10/12,700068,Jodhpur Park,39
2024/10/12,700069,Great Eastern Hotel,72
2024/10/12,700073,Colootola,54
2024/10/12,700075,Garfa,30
2024/10/12,700078,Haltu,26
2024/10/12,700082,Haridevpur,31
2024/10/12,700085,K.G. Bose Sarani,39
2024/10/12,700086,Baghajatin,43
2024/10/12,700088,Brace Bridge,35
2024/10/12,700095,Golf Green,37
2024/10/12,700099,Kalikapur,31
2024/10/12,700107,E.K.T,34
2024/10/12,700141,Daulatpur,33
2024/10/12,700008,Barisha,20
2024/10/12,700010,Beleghata,59
2024/10/12,700012,Bowbazar,64
2024/10/12,700015,Entally,51
2024/10/12,700017,Kidderpore,36
2024/10/12,700018,Bartala,38
2024/10/12,700021,Fort William,86
2024/10/12,700024,Garden Reach,35
2024/10/12,700072,Hindustan Building,62
2024/10/12,700135,Rajarhat,59
2024/10/12,700136,New Town,47
2024/10/12,700023,Khiddirpore,45
2024/10/12,700091,Salt Lake Sector I,34
2024/10/12,700098,Bidhan Nagar,56
2024/10/12,700105,Kankurgachi,42
2024/10/12,700106,Phool Bagan,29
2024/10/12,700108,Shyambazar,89
2024/10/12,700109,Bagbazar,29
2024/10/13,700001,B.B.D. Bagh,46
2024/10/13,700007,Esplanade,44
2024/10/13,700013,Chittaranjan Avenue,44
2024/10/13,700014,Bhowanipore,15
2024/10/13,700016,Park Street,69
2024/10/13,700019,Ballygunge,23
2024/10/13,700020,A.J.C. Bose Road,48
2024/10/13,700022,Hastings,35
2024/10/13,700025,Bhawanipore,21
2024/10/13,700026,Kalighat,41
2024/10/13,700027,Alipore,33
2024/10/13,700029,Dover Lane,29
2024/10/13,700031,Dhakuria,27
2024/10/13,700032,Bijoygarh,25
2024/10/13,700033,Indrani Park,29
2024/10/13,700034,Behala,26
2024/10/13,700042,Kasba,31
2024/10/13,700044,Badartala,34
2024/10/13,700046,Abinash Chaowdhury Lane,24
2024/10/13,700047,Ganguly Bagan,28
2024/10/13,700053,Kalabagan,22
2024/10/13,700054,Bengal Chemical,42
2024/10/13,700061,Jairampur,28
2024/10/13,700066,Bidhangarh,24
2024/10/13,700068,Jodhpur Park,21
2024/10/13,700069,Great Eastern Hotel,62
2024/10/13,700073,Colootola,59
2024/10/13,700075,Garfa,19
2024/10/13,700078,Haltu,23
2024/10/13,700082,Haridevpur,25
2024/10/13,700085,K.G. Bose Sarani,33
2024/10/13,700086,Baghajatin,27
2024/10/13,700088,Brace Bridge,34
2024/10/13,700095,Golf Green,34
2024/10/13,700099,Kalikapur,26
2024/10/13,700107,E.K.T,31
2024/10/13,700141,Daulatpur,26
2024/10/13,700008,Barisha,26
2024/10/13,700010,Beleghata,45
2024/10/13,700012,Bowbazar,64
2024/10/13,700015,Entally,40
2024/10/13,700017,Kidderpore,27
2024/10/13,700018,Bartala,24
2024/10/13,700021,Fort William,50
2024/10/13,700024,Garden Reach,29
2024/10/13,700072,Hindustan Building,51
2024/10/13,700135,Rajarhat,39
2024/10/13,700136,New Town,37
2024/10/13,700023,Khiddirpore,28
2024/10/13,700091,Salt Lake Sector I,47
2024/10/13,700098,Bidhan Nagar,35
2024/10/13,700105,Kankurgachi,33
2024/10/13,700106,Phool Bagan,32
2024/10/13,700108,Shyambazar,59
2024/10/13,700109,Bagbazar,27
2024/10/14,700001,B.B.D. Bagh,24
2024/10/14,700007,Esplanade,20
2024/10/14,700013,Chittaranjan Avenue,25
2024/10/14,700014,Bhowanipore,10
2024/10/14,700016,Park Street,21
2024/10/14,700019,Ballygunge,12
2024/10/14,700020,A.J.C. Bose Road,24
2024/10/14,700022,Hastings,11
2024/10/14,700025,Bhawanipore,14
2024/10/14,700026,Kalighat,17
2024/10/14,700027,Alipore,8
2024/10/14,700029,Dover Lane,11
2024/10/14,700031,Dhakuria,19
2024/10/14,700032,Bijoygarh,12
2024/10/14,700033,Indrani Park,15
2024/10/14,700034,Behala,12
2024/10/14,700042,Kasba,11
2024/10/14,700044,Badartala,10
2024/10/14,700046,Abinash Chaowdhury Lane,12
2024/10/14,700047,Ganguly Bagan,5
2024/10/14,700053,Kalabagan,10
2024/10/14,700054,Bengal Chemical,23
2024/10/14,700061,Jairampur,7
2024/10/14,700066,Bidhangarh,11
2024/10/14,700068,Jodhpur Park,11
2024/10/14,700069,Great Eastern Hotel,21
2024/10/14,700073,Colootola,31
2024/10/14,700075,Garfa,19
2024/10/14,700078,Haltu,17
2024/10/14,700082,Haridevpur,9
2024/10/14,700085,K.G. Bose Sarani,13
2024/10/14,700086,Baghajatin,9
2024/10/14,700088,Brace Bridge,16
2024/10/14,700095,Golf Green,16
2024/10/14,700099,Kalikapur,15
2024/10/14,700107,E.K.T,13
2024/10/14,700141,Daulatpur,14
2024/10/14,700008,Barisha,12
2024/10/14,700010,Beleghata,15
2024/10/14,700012,Bowbazar,24
2024/10/14,700015,Entally,19
2024/10/14,700017,Kidderpore,13
2024/10/14,700018,Bartala,11
2024/10/14,700021,Fort William,19
2024/10/14,700024,Garden Reach,9
2024/10/14,700072,Hindustan Building,23
2024/10/14,700135,Rajarhat,20
2024/10/14,700136,New Town,22
2024/10/14,700023,Khiddirpore,11
2024/10/14,700091,Salt Lake Sector I,22
2024/10/14,700098,Bidhan Nagar,15
2024/10/14,700105,Kankurgachi,19
2024/10/14,700106,Phool Bagan,13
2024/10/14,700108,Shyambazar,35
2024/10/14,700109,Bagbazar,10
2024/10/15,700001,B.B.D. Bagh,21
2024/10/15,700007,Esplanade,17
2024/10/15,700013,Chittaranjan Avenue,31
2024/10/15,700014,Bhowanipore,14
2024/10/15,700016,Park Street,20
2024/10/15,700019,Ballygunge,14
2024/10/15,700020,A.J.C. Bose Road,22
2024/10/15,700022,Hastings,15
2024/10/15,700025,Bhawanipore,19
2024/10/15,700026,Kalighat,11
2024/10/15,700027,Alipore,9
2024/10/15,700029,Dover Lane,16
2024/10/15,700031,Dhakuria,12
2024/10/15,700032,Bijoygarh,12
2024/10/15,700033,Indrani Park,18
2024/10/15,700034,Behala,16
2024/10/15,700042,Kasba,8
2024/10/15,700044,Badartala,10
2024/10/15,700046,Abinash Chaowdhury Lane,21
2024/10/15,700047,Ganguly Bagan,5
2024/10/15,700053,Kalabagan,12
2024/10/15,700054,Bengal Chemical,11
2024/10/15,700061,Jairampur,11
2024/10/15,700066,Bidhangarh,9
2024/10/15,700068,Jodhpur Park,9
2024/10/15,700069,Great Eastern Hotel,21
2024/10/15,700073,Colootola,22
2024/10/15,700075,Garfa,11
2024/10/15,700078,Haltu,16
2024/10/15,700082,Haridevpur,13
2024/10/15,700085,K.G. Bose Sarani,14
2024/10/15,700086,Baghajatin,6
2024/10/15,700088,Brace Bridge,8
2024/10/15,700095,Golf Green,13
2024/10/15,700099,Kalikapur,20
2024/10/15,700107,E.K.T,6
2024/10/15,700141,Daulatpur,15
2024/10/15,700008,Barisha,19
2024/10/15,700010,Beleghata,13
2024/10/15,700012,Bowbazar,18
2024/10/15,700015,Entally,23
2024/10/15,700017,Kidderpore,14
2024/10/15,700018,Bartala,12
2024/10/15,700021,Fort William,23
2024/10/15,700024,Garden Reach,15
2024/10/15,700072,Hindustan Building,20
2024/10/15,700135,Rajarhat,9
2024/10/15,700136,New Town,15
2024/10/15,700023,Khiddirpore,8
2024/10/15,700091,Salt Lake Sector I,8
2024/10/15,700098,Bidhan Nagar,19
2024/10/15,700105,Kankurgachi,19
2024/10/15,700106,Phool Bagan,8
2024/10/15,700108,Shyambazar,20
2024/10/15,700109,Bagbazar,12
2024/10/16,700001,B.B.D. Bagh,19
2024/10/16,700007,Esplanade,20
2024/10/16,700013,Chittaranjan Avenue,25
2024/10/16,700014,Bhowanipore,15
2024/10/16,700016,Park Street,16
2024/10/16,700019,Ballygunge,19
2024/10/16,700020,A.J.C. Bose Road,35
2024/10/16,700022,Hastings,10
2024/10/16,700025,Bhawanipore,12
2024/10/16,700026,Kalighat,22
2024/10/16,700027,Alipore,9
2024/10/16,700029,Dover Lane,15
2024/10/16,700031,Dhakuria,13
2024/10/16,700032,Bijoygarh,13
2024/10/16,700033,Indrani Park,17
2024/10/16,700034,Behala,13
2024/10/16,700042,Kasba,16
2024/10/16,700044,Badartala,11
2024/10/16,700046,Abinash Chaowdhury Lane,10
2024/10/16,700047,Ganguly Bagan,7
2024/10/16,700053,Kalabagan,16
2024/10/16,700054,Bengal Chemical,21
2024/10/16,700061,Jairampur,12
2024/10/16,700066,Bidhangarh,13
2024/10/16,700068,Jodhpur Park,19
2024/10/16,700069,Great Eastern Hotel,22
2024/10/16,700073,Colootola,18
2024/10/16,700075,Garfa,11
2024/10/16,700078,Haltu,10
2024/10/16,700082,Haridevpur,6
2024/10/16,700085,K.G. Bose Sarani,13
2024/10/16,700086,Baghajatin,11
2024/10/16,700088,Brace Bridge,6
2024/10/16,700095,Golf Green,9
2024/10/16,700099,Kalikapur,7
2024/10/16,700107,E.K.T,9
2024/10/16,700141,Daulatpur,10
2024/10/16,700008,Barisha,11
2024/10/16,700010,Beleghata,16
2024/10/16,700012,Bowbazar,21
2024/10/16,700015,Entally,19
2024/10/16,700017,Kidderpore,13
2024/10/16,700018,Bartala,12
2024/10/16,700021,Fort William,30
2024/10/16,700024,Garden Reach,15
2024/10/16,700072,Hindustan Building,21
2024/10/16,700135,Rajarhat,22
2024/10/16,700136,New Town,20
2024/10/16,700023,Khiddirpore,10
2024/10/16,700091,Salt Lake Sector I,18
2024/10/16,700098,Bidhan Nagar,19
2024/10/16,700105,Kankurgachi,9
2024/10/16,700106,Phool Bagan,12
2024/10/16,700108,Shyambazar,22
2024/10/16,700109,Bagbazar,19
2024/10/17,700001,B.B.D. Bagh,30
2024/10/17,700007,Esplanade,24
2024/10/17,700013,Chittaranjan Avenue,26
2024/10/17,700014,Bhowanipore,12
2024/10/17,700016,Park Street,24
2024/10/17,700019,Ballygunge,12
2024/10/17,700020,A.J.C. Bose Road,19
2024/10/17,700022,Hastings,12
2024/10/17,700025,Bhawanipore,13
2024/10/17,700026,Kalighat,13
2024/10/17,700027,Alipore,7
2024/10/17,700029,Dover Lane,10
2024/10/17,700031,Dhakuria,13
2024/10/17,700032,Bijoygarh,6
2024/10/17,700033,Indrani Park,15
2024/10/17,700034,Behala,8
2024/10/17,700042,Kasba,14
2024/10/17,700044,Badartala,11
2024/10/17,700046,Abinash Chaowdhury Lane,11
2024/10/17,700047,Ganguly Bagan,11
2024/10/17,700053,Kalabagan,12
2024/10/17,700054,Bengal Chemical,26
2024/10/17,700061,Jairampur,6
2024/10/17,700066,Bidhangarh,14
2024/10/17,700068,Jodhpur Park,12
2024/10/17,700069,Great Eastern Hotel,21
2024/10/17,700073,Colootola,28
2024/10/17,700075,Garfa,15
2024/10/17,700078,Haltu,10
2024/10/17,700082,Haridevpur,10
2024/10/17,700085,K.G. Bose Sarani,14
2024/10/17,700086,Baghajatin,13
2024/10/17,700088,Brace Bridge,12
2024/10/17,700095,Golf Green,6
2024/10/17,700099,Kalikapur,8
2024/10/17,700107,E.K.T,6
2024/10/17,700141,Daulatpur,13
2024/10/17,700008,Barisha,21
2024/10/17,700010,Beleghata,14
2024/10/17,700012,Bowbazar,22
2024/10/17,700015,Entally,26
2024/10/17,700017,Kidderpore,9
2024/10/17,700018,Bartala,16
2024/10/17,700021,Fort William,21
2024/10/17,700024,Garden Reach,13
2024/10/17,700072,Hindustan Building,18
2024/10/17,700135,Rajarhat,14
2024/10/17,700136,New Town,17
2024/10/17,700023,Khiddirpore,15
2024/10/17,700091,Salt Lake Sector I,22
2024/10/17,700098,Bidhan Nagar,13
2024/10/17,700105,Kankurgachi,15
2024/10/17,700106,Phool Bagan,11
2024/10/17,700108,Shyambazar,24
2024/10/17,700109,Bagbazar,12
2024/10/18,700001,B.B.D. Bagh,24
2024/10/18,700007,Esplanade,22
2024/10/18,700013,Chittaranjan Avenue,30
2024/10/18,700014,Bhowanipore,7
2024/10/18,700016,Park Street,22
2024/10/18,700019,Ballygunge,10
2024/10/18,700020,A.J.C. Bose Road,31
2024/10/18,700022,Hastings,6
2024/10/18,700025,Bhawanipore,6
2024/10/18,700026,Kalighat,16
2024/10/18,700027,Alipore,13
2024/10/18,700029,Dover Lane,16
2024/10/18,700031,Dhakuria,10
2024/10/18,700032,Bijoygarh,10
2024/10/18,700033,Indrani Park,13
2024/10/18,700034,Behala,12
2024/10/18,700042,Kasba,16
2024/10/18,700044,Badartala,12
2024/10/18,700046,Abinash Chaowdhury Lane,15
2024/10/18,700047,Ganguly Bagan,9
2024/10/18,700053,Kalabagan,13
2024/10/18,700054,Bengal Chemical,14
2024/10/18,700061,Jairampur,14
2024/10/18,700066,Bidhangarh,12
2024/10/18,700068,Jodhpur Park,21
2024/10/18,700069,Great Eastern Hotel,27
2024/10/18,700073,Colootola,24
2024/10/18,700075,Garfa,9
2024/10/18,700078,Haltu,15
2024/10/18,700082,Haridevpur,12
2024/10/18,700085,K.G. Bose Sarani,14
2024/10/18,700086,Baghajatin,10
2024/10/18,700088,Brace Bridge,17
2024/10/18,700095,Golf Green,20
2024/10/18,700099,Kalikapur,8
2024/10/18,700107,E.K.T,7
2024/10/18,700141,Daulatpur,6
2024/10/18,700008,Barisha,9
2024/10/18,700010,Beleghata,17
2024/10/18,700012,Bowbazar,24
2024/10/18,700015,Entally,20
2024/10/18,700017,Kidderpore,8
2024/10/18,700018,Bartala,12
2024/10/18,700021,Fort William,27
2024/10/18,700024,Garden Reach,6
2024/10/18,700072,Hindustan Building,25
2024/10/18,700135,Rajarhat,20
2024/10/18,700136,New Town,25
2024/10/18,700023,Khiddirpore,9
2024/10/18,700091,Salt Lake Sector I,18
2024/10/18,700098,Bidhan Nagar,20
2024/10/18,700105,Kankurgachi,17
2024/10/18,700106,Phool Bagan,10
2024/10/18,700108,Shyambazar,28
2024/10/18,700109,Bagbazar,10
2024/10/19,700001,B.B.D. Bagh,15
2024/10/19,700007,Esplanade,22
2024/10/19,700013,Chittaranjan Avenue,20
2024/10/19,700014,Bhowanipore,12
2024/10/19,700016,Park Street,11
2024/10/19,700019,Ballygunge,13
2024/10/19,700020,A.J.C. Bose Road,16
2024/10/19,700022,Hastings,9
2024/10/19,700025,Bhawanipore,10
2024/10/19,700026,Kalighat,22
2024/10/19,700027,Alipore,10
2024/10/19,700029,Dover Lane,12
2024/10/19,700031,Dhakuria,8
2024/10/19,700032,Bijoygarh,11
2024/10/19,700033,Indrani Park,9
2024/10/19,700034,Behala,10
2024/10/19,700042,Kasba,8
2024/10/19,700044,Badartala,14
2024/10/19,700046,Abinash Chaowdhury Lane,9
2024/10/19,700047,Ganguly Bagan,15
2024/10/19,700053,Kalabagan,12
2024/10/19,700054,Bengal Chemical,14
2024/10/19,700061,Jairampur,11
2024/10/19,700066,Bidhangarh,13
2024/10/19,700068,Jodhpur Park,10
2024/10/19,700069,Great Eastern Hotel,21
2024/10/19,700073,Colootola,20
2024/10/19,700075,Garfa,14
2024/10/19,700078,Haltu,17
2024/10/19,700082,Haridevpur,12
2024/10/19,700085,K.G. Bose Sarani,4
2024/10/19,700086,Baghajatin,8
2024/10/19,700088,Brace Bridge,10
2024/10/19,700095,Golf Green,11
2024/10/19,700099,Kalikapur,8
2024/10/19,700107,E.K.T,12
2024/10/19,700141,Daulatpur,5
2024/10/19,700008,Barisha,9
2024/10/19,700010,Beleghata,15
2024/10/19,700012,Bowbazar,16
2024/10/19,700015,Entally,15
2024/10/19,700017,Kidderpore,18
2024/10/19,700018,Bartala,9
2024/10/19,700021,Fort William,15
2024/10/19,700024,Garden Reach,11
2024/10/19,700072,Hindustan Building,25
2024/10/19,700135,Rajarhat,14
2024/10/19,700136,New Town,17
2024/10/19,700023,Khiddirpore,5
2024/10/19,700091,Salt Lake Sector I,24
2024/10/19,700098,Bidhan Nagar,13
2024/10/19,700105,Kankurgachi,15
2024/10/19,700106,Phool Bagan,9
2024/10/19,700108,Shyambazar,23
2024/10/19,700109,Bagbazar,15
2024/10/20,700001,B.B.D. Bagh,14
2024/10/20,700007,Esplanade,15
2024/10/20,700013,Chittaranjan Avenue,14
2024/10/20,700014,Bhowanipore,2
2024/10/20,700016,Park Street,16
2024/10/20,700019,Ballygunge,7
2024/10/20,700020,A.J.C. Bose Road,19
2024/10/20,700022,Hastings,6
2024/10/20,700025,Bhawanipore,13
2024/10/20,700026,Kalighat,7
2024/10/20,700027,Alipore,9
2024/10/20,700029,Dover Lane,6
2024/10/20,700031,Dhakuria,7
2024/10/20,700032,Bijoygarh,9
2024/10/20,700033,Indrani Park,14
2024/10/20,700034,Behala,13
2024/10/20,700042,Kasba,5
2024/10/20,700044,Badartala,8
2024/10/20,700046,Abinash Chaowdhury Lane,7
2024/10/20,700047,Ganguly Bagan,8
2024/10/20,700053,Kalabagan,9
2024/10/20,700054,Bengal Chemical,8
2024/10/20,700061,Jairampur,9
2024/10/20,700066,Bidhangarh,7
2024/10/20,700068,Jodhpur Park,6
2024/10/20,700069,Great Eastern Hotel,18
2024/10/20,700073,Colootola,16
2024/10/20,700075,Garfa,10
2024/10/20,700078,Haltu,7
2024/10/20,700082,Haridevpur,9
2024/10/20,700085,K.G. Bose Sarani,10
2024/10/20,700086,Baghajatin,10
2024/10/20,700088,Brace Bridge,11
2024/10/20,700095,Golf Green,7
2024/10/20,700099,Kalikapur,10
2024/10/20,700107,E.K.T,9
2024/10/20,700141,Daulatpur,5
2024/10/20,700008,Barisha,6
2024/10/20,700010,Beleghata,12
2024/10/20,700012,Bowbazar,17
2024/10/20,700015,Entally,12
2024/10/20,700017,Kidderpore,7
2024/10/20,700018,Bartala,6
2024/10/20,700021,Fort William,12
2024/10/20,700024,Garden Reach,9
2024/10/20,700072,Hindustan Building,12
2024/10/20,700135,Rajarhat,10
2024/10/20,700136,New Town,12
2024/10/20,700023,Khiddirpore,4
2024/10/20,700091,Salt Lake Sector I,14
2024/10/20,700098,Bidhan Nagar,12
2024/10/20,700105,Kankurgachi,10
2024/10/20,700106,Phool Bagan,5
2024/10/20,700108,Shyambazar,16
2024/10/20,700109,Bagbazar,10
2024/10/21,700001,B.B.D. Bagh,25
2024/10/21,700007,Esplanade,20
2024/10/21,700013,Chittaranjan Avenue,19
2024/10/21,700014,Bhowanipore,11
2024/10/21,700016,Park Street,24
2024/10/21,700019,Ballygunge,8
2024/10/21,700020,A.J.C. Bose Road,18
2024/10/21,700022,Hastings,19
2024/10/21,700025,Bhawanipore,14
2024/10/21,700026,Kalighat,20
2024/10/21,700027,Alipore,11
2024/10/21,700029,Dover Lane,13
2024/10/21,700031,Dhakuria,11
2024/10/21,700032,Bijoygarh,16
2024/10/21,700033,Indrani Park,11
2024/10/21,700034,Behala,15
2024/10/21,700042,Kasba,13
2024/10/21,700044,Badartala,9
2024/10/21,700046,Abinash Chaowdhury Lane,12
2024/10/21,700047,Ganguly Bagan,14
2024/10/21,700053,Kalabagan,17
2024/10/21,700054,Bengal Chemical,16
2024/10/21,700061,Jairampur,18
2024/10/21,700066,Bidhangarh,11
2024/10/21,700068,Jodhpur Park,12
2024/10/21,700069,Great Eastern Hotel,26
2024/10/21,700073,Colootola,24
2024/10/21,700075,Garfa,12
2024/10/21,700078,Haltu,18
2024/10/21,700082,Haridevpur,10
2024/10/21,700085,K.G. Bose Sarani,12
2024/10/21,700086,Baghajatin,16
2024/10/21,700088,Brace Bridge,14
2024/10/21,700095,Golf Green,8
2024/10/21,700099,Kalikapur,7
2024/10/21,700107,E.K.T,11
2024/10/21,700141,Daulatpur,7
2024/10/21,700008,Barisha,14
2024/10/21,700010,Beleghata,21
2024/10/21,700012,Bowbazar,25
2024/10/21,700015,Entally,19
2024/10/21,700017,Kidderpore,19
2024/10/21,700018,Bartala,14
2024/10/21,700021,Fort William,26
2024/10/21,700024,Garden Reach,14
2024/10/21,700072,Hindustan Building,23
2024/10/21,700135,Rajarhat,13
2024/10/21,700136,New Town,14
2024/10/21,700023,Khiddirpore,8
2024/10/21,700091,Salt Lake Sector I,16
2024/10/21,700098,Bidhan Nagar,17
2024/10/21,700105,Kankurgachi,16
2024/10/21,700106,Phool Bagan,19
2024/10/21,700108,Shyambazar,19
2024/10/21,700109,Bagbazar,16
2024/10/22,700001,B.B.D. Bagh,21
2024/10/22,700007,Esplanade,22
2024/10/22,700013,Chittaranjan Avenue,23
2024/10/22,700014,Bhowanipore,14
2024/10/22,700016,Park Street,18
2024/10/22,700019,Ballygunge,14
2024/10/22,700020,A.J.C. Bose Road,22
2024/10/22,700022,Hastings,8
2024/10/22,700025,Bhawanipore,18
2024/10/22,700026,Kalighat,23
2024/10/22,700027,Alipore,13
2024/10/22,700029,Dover Lane,16
2024/10/22,700031,Dhakuria,11
2024/10/22,700032,Bijoygarh,14
2024/10/22,700033,Indrani Park,19
2024/10/22,700034,Behala,7
2024/10/22,700042,Kasba,5
2024/10/22,700044,Badartala,12
2024/10/22,700046,Abinash Chaowdhury Lane,12
2024/10/22,700047,Ganguly Bagan,14
2024/10/22,700053,Kalabagan,14
2024/10/22,700054,Bengal Chemical,24
2024/10/22,700061,Jairampur,9
2024/10/22,700066,Bidhangarh,12
2024/10/22,700068,Jodhpur Park,15
2024/10/22,700069,Great Eastern Hotel,23
2024/10/22,700073,Colootola,26
2024/10/22,700075,Garfa,11
2024/10/22,700078,Haltu,14
2024/10/22,700082,Haridevpur,11
2024/10/22,700085,K.G. Bose Sarani,10
2024/10/22,700086,Baghajatin,16
